Time,Observed rainfall - 01/08/2022 00:00,Urban net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Rural net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Sewer loss m3/s (Observed rainfall - 01/08/2022) - urbanised model,Total net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Direct runoff m3/s (Observed rainfall - 01/08/2022) - urbanised model,Baseflow m3/s (Observed rainfall - 01/08/2022) - urbanised model,Total flow m3/s (Observed rainfall - 01/08/2022)- urbanised model
01/08/2022 00:32,0.0433132456288285,0.0089461962768709,0.0022656505843188,0,0.0112118468611898,0.0193351270708409,0.0898038921494175,0.109139019220258
01/08/2022 00:33,0.043633586249789,0.0090149367113153,0.0022851742598574,0,0.0113001109711728,0.0206282874491117,0.0897743128126328,0.110402600261744
01/08/2022 00:34,0.0439566325994498,0.009084293333439,0.0023049010694969,0,0.011389194402936,0.0219671824189518,0.0897452006494879,0.11171238306844
01/08/2022 00:35,0.0442824116595739,0.0091542727903813,0.002324833578816,0,0.0114791063691974,0.0233521689595046,0.0897165718483284,0.113068740807833
01/08/2022 00:36,0.0446109507394183,0.0092248818170989,0.0023449743922026,0,0.0115698562093016,0.0247836073238189,0.0896884427323241,0.114472050056143
01/08/2022 00:37,0.0449422774806845,0.0092961272377914,0.0023653261535452,0,0.0116614533913367,0.0262618610751549,0.0896608297608891,0.115922690836044
01/08/2022 00:38,0.0452764198625155,0.0093680159673453,0.0023858915469372,0,0.0117539075142826,0.0277872971237823,0.0896337495311191,0.117421046654901
01/08/2022 00:39,0.0456134062065996,0.0094405550128084,0.0024066732973957,0,0.0118472283102042,0.0293602857642799,0.0896072187792478,0.118967504543528
01/08/2022 00:40,0.0459532651823698,0.0095137514748944,0.0024276741715954,0,0.01194142564649,0.0309812007133435,0.0895812543821213,0.120562455095465
01/08/2022 00:41,0.0462960258123228,0.0095876125495206,0.0024488969786195,0,0.0120365095281401,0.0326504191481128,0.0895558733586926,0.122206292506805
01/08/2022 00:42,0.0466417174774481,0.0096621455293781,0.0024703445707257,0,0.0121324901001039,0.0343683217450233,0.0895310928715334,0.123899414616557
01/08/2022 00:43,0.0469903699226524,0.0097373578055123,0.002492019844124,0,0.0122293776496363,0.0361352927191945,0.0895069302283673,0.125642222947562
